type,price,location,area,bedrooms,bathrooms,kitchens,parking_spaces,Luxury_catogory,built_in_type
Flat,1.35,G-15,4.8,2.0,2.0,1.0,1.0,High,New Property
House,10.5,DHA Defence,20.0,5.0,6.0,1.0,3.0,Medium,New Property
House,3.35,G-13,4.4,4.0,5.0,2.0,1.0,High,Moderately old Property
Flat,4.75,F-8,3.9,1.0,1.0,1.0,2.0,Low,Relatively New Property
House,31.0,F-7,20.0,7.0,6.0,1.0,1.0,Low,Relatively New Property
Flat,1.3,D-17,3.9,2.0,2.0,2.0,1.0,Medium,Relatively New Property
Flat,0.63,G-13,5.1,2.0,2.0,1.0,3.0,Medium,New Property
Flat,0.65,Bahria Town,2.4,3.0,2.0,1.0,2.0,Low,Relatively New Property
Flat,1.1,DHA Defence,4.9,2.0,2.0,1.0,2.0,Low,Relatively New Property
Flat,1.4,E-11,4.0,2.0,2.0,1.0,1.0,Low,New Property
House,5.25,G-13,8.0,5.0,5.0,1.0,1.0,High,Relatively New Property
Flat,0.85,DHA Defence,3.5,1.0,1.0,1.0,1.0,Medium,New Property
House,95.0,F-6,44.0,8.0,6.0,2.0,6.0,High,New Property
House,9.5,G-13,10.0,7.0,6.0,2.0,3.0,Medium,New Property
Flat,2.85,DHA Defence,11.6,3.0,4.0,1.0,1.0,Medium,New Property
House,1.85,B-17,5.0,4.0,4.0,2.0,1.0,Medium,New Property
House,9.75,I-8,14.2,3.0,3.0,1.0,6.0,High,Moderately old Property
Flat,0.5,I-12,3.2,2.0,2.0,1.0,2.0,Low,Relatively New Property
House,4.1,DHA Defence,10.0,4.0,5.0,2.0,1.0,Medium,Moderately old Property
House,3.9,Bahria Town,10.0,5.0,6.0,1.0,2.0,Medium,Relatively New Property
Flat,2.8,G-11,7.3,2.0,3.0,1.0,2.0,High,New Property
House,2.8,Bahria Town,5.0,3.0,3.0,1.0,1.0,High,New Property
Flat,3.3,G-11,5.4,2.0,2.0,1.0,1.0,Low,Relatively New Property
Flat,0.73,B-17,3.0,2.0,2.0,1.0,2.0,Medium,Relatively New Property
House,4.15,Top City 1,10.0,5.0,6.0,1.0,3.0,High,New Property
Flat,0.75,G-13,6.0,2.0,2.0,1.0,3.0,Medium,New Property
Flat,0.75,Soan Garden,3.8,2.0,2.0,1.0,2.0,Low,Relatively New Property
Flat,1.2,E-11,2.7,1.0,1.0,1.0,2.0,Low,Relatively New Property
Flat,1.15,GT Road,4.2,2.0,2.0,1.0,1.0,Medium,Relatively New Property
Flat,0.8,D-17,5.1,3.0,3.0,2.0,3.0,High,New Property
House,2.15,Bani Gala,5.0,4.0,5.0,2.0,1.0,Low,New Property
Flat,7.0,F-10,9.3,3.0,3.0,1.0,1.0,Medium,Relatively New Property
House,5.5,E-11,6.0,6.0,6.0,3.0,2.0,Low,Relatively New Property
House,8.0,G-8,10.0,5.0,5.0,1.0,4.0,Medium,Relatively New Property
House,2.45,Bahria Town,5.0,3.0,4.0,2.0,2.0,High,Moderately old Property
House,6.8,G-13,10.0,6.0,6.0,2.0,3.0,High,Relatively New Property
Flat,0.81,Soan Garden,4.0,2.0,2.0,1.0,2.0,Low,Relatively New Property
Flat,1.5,B-17,7.0,2.0,2.0,1.0,2.0,Low,Relatively New Property
House,5.15,DHA Defence,14.0,9.0,6.0,2.0,3.0,High,New Property
House,5.0,Bahria Town,10.0,5.0,6.0,2.0,2.0,Low,New Property
House,8.6,G-13,10.0,7.0,6.0,2.0,5.0,High,New Property
Flat,1.92,Islamabad - Murree Expressway,5.3,2.0,2.0,1.0,2.0,High,New Property
Flat,0.62,Top City 1,2.7,1.0,1.0,2.0,1.0,Low,New Property
Flat,0.85,Gulberg,2.4,1.0,1.0,1.0,1.0,Medium,New Property
House,16.0,E-11,20.0,8.0,6.0,2.0,3.0,High,Moderately old Property
House,70.0,E-7,32.0,6.0,3.0,2.0,1.0,High,New Property
Flat,1.65,G-15,5.5,2.0,2.0,1.0,1.0,Low,Relatively New Property
House,5.0,F-17,20.0,6.0,6.0,3.0,2.0,Low,Relatively New Property
Flat,1.1,GT Road,4.2,2.0,2.0,1.0,1.0,Medium,Relatively New Property
House,14.5,DHA Defence,20.0,6.0,6.0,3.0,2.0,High,Relatively New Property
House,10.0,D-12,8.0,5.0,5.0,3.0,2.0,Low,Relatively New Property
Flat,2.0,I-8,5.8,3.0,3.0,1.0,1.0,High,New Property
House,10.85,DHA Defence,20.0,6.0,6.0,2.0,1.0,Low,Relatively New Property
House,9.25,DHA Defence,20.0,6.0,6.0,2.0,3.0,High,New Property
Flat,2.1,G-15,6.9,3.0,3.0,1.0,1.0,Low,Relatively New Property
Flat,5.88,Blue Area,4.6,1.0,1.0,1.0,1.0,High,Relatively New Property
Flat,3.65,G-11,9.3,3.0,3.0,1.0,1.0,Low,New Property
Flat,2.95,DHA Defence,10.0,3.0,3.0,1.0,2.0,Medium,New Property
Flat,1.6,F-11,3.3,1.0,1.0,1.0,1.0,High,New Property
House,23.0,F-6,20.0,4.0,5.0,1.0,1.0,Low,Relatively New Property
Flat,9.8,F-8,6.7,1.0,2.0,1.0,2.0,Low,Relatively New Property
House,4.5,G-15,10.0,6.0,6.0,2.0,2.0,Medium,Relatively New Property
House,2.1,B-17,5.0,4.0,4.0,1.0,1.0,Medium,Relatively New Property
House,14.5,DHA Defence,20.0,6.0,6.0,2.0,3.0,High,New Property
Flat,1.1,GT Road,4.2,2.0,2.0,1.0,1.0,High,New Property
House,2.1,B-17,5.0,4.0,4.0,1.0,1.0,High,Relatively New Property
Flat,1.3,G-15,7.3,2.0,2.0,2.0,1.0,High,Relatively New Property
Flat,1.6,G-11,3.1,2.0,2.0,1.0,1.0,Medium,Moderately old Property
House,25.5,F-8,20.0,6.0,6.0,2.0,1.0,Medium,Relatively New Property
Flat,0.85,I-16,6.6,3.0,3.0,1.0,2.0,Low,Relatively New Property
House,40.0,F-7,26.0,9.0,6.0,3.0,2.0,Low,Relatively New Property
Flat,2.4,G-11,3.1,2.0,2.0,1.0,2.0,Low,Relatively New Property
House,2.95,Bani Gala,11.0,5.0,5.0,2.0,3.0,Medium,Relatively New Property
Flat,0.9,Islamabad Expressway,4.4,2.0,2.0,1.0,1.0,Medium,Relatively New Property
Flat,0.48,Ghauri Town,3.0,2.0,1.0,1.0,1.0,Low,Moderately old Property
Flat,3.75,DHA Defence,12.0,3.0,3.0,1.0,1.0,High,Relatively New Property
House,15.75,DHA Defence,20.0,5.0,5.0,2.0,3.0,High,New Property
Flat,4.25,Blue Area,3.3,2.0,1.0,1.0,2.0,High,New Property
House,38.0,F-8,38.0,5.0,6.0,1.0,1.0,Medium,Moderately old Property
House,12.25,I-8,14.2,8.0,6.0,3.0,2.0,Medium,Old Property
Flat,2.4,G-11,4.0,2.0,1.0,1.0,1.0,Medium,Moderately old Property
House,4.6,Bahria Town,10.0,5.0,5.0,3.0,2.0,Low,Relatively New Property
Flat,0.74,G-13,6.0,2.0,2.0,1.0,3.0,High,New Property
Flat,10.5,F-8,8.5,2.0,2.0,1.0,1.0,Low,Old Property
Flat,0.8,DHA Defence,3.6,2.0,2.0,1.0,1.0,Low,Relatively New Property
Flat,0.75,E-11,4.7,2.0,2.0,1.0,2.0,Low,Relatively New Property
Flat,0.68,H-13,2.3,1.0,1.0,1.0,2.0,Low,Relatively New Property
House,17.0,G-11,20.0,7.0,6.0,1.0,2.0,High,Moderately old Property
House,25.0,D-12,20.0,9.0,6.0,3.0,1.0,Medium,New Property
Flat,2.25,Zaraj Housing Scheme,9.6,3.0,3.0,2.0,1.0,High,New Property
House,2.4,Bani Gala,7.5,4.0,4.0,1.0,2.0,Medium,Relatively New Property
Flat,2.4,DHA Defence,10.0,3.0,4.0,1.0,2.0,Medium,Old Property
Flat,1.54,Gulberg,5.6,3.0,3.0,1.0,2.0,Low,Relatively New Property
House,20.0,E-11,20.0,6.0,6.0,2.0,1.0,High,New Property
House,6.65,G-14,9.3,5.0,6.0,2.0,2.0,High,New Property
House,12.0,Bahria Town,20.0,6.0,6.0,1.0,1.0,Low,Moderately old Property
House,8.65,DHA Defence,20.0,7.0,6.0,2.0,3.0,High,New Property
Flat,0.6,Soan Garden,2.9,2.0,2.0,1.0,2.0,Low,Relatively New Property
Flat,1.25,DHA Defence,6.0,2.0,3.0,1.0,2.0,Low,Relatively New Property
House,33.0,F-6,32.0,5.0,6.0,1.0,5.0,Medium,Moderately old Property
Flat,0.52,B-17,2.6,1.0,1.0,1.0,2.0,Medium,Relatively New Property
House,30.0,F-7,22.0,6.0,6.0,3.0,6.0,High,Relatively New Property
Flat,0.58,G-15,2.9,2.0,2.0,1.0,2.0,Medium,Relatively New Property
Flat,2.03,D-17,6.0,3.0,2.0,1.0,2.0,High,Relatively New Property
Flat,4.0,F-11,13.3,3.0,3.0,1.0,1.0,High,Moderately old Property
House,3.65,I-10,6.0,5.0,4.0,1.0,2.0,High,Relatively New Property
Flat,0.8,E-11,3.8,1.0,1.0,1.0,1.0,Medium,New Property
House,9.5,DHA Defence,20.0,5.0,6.0,1.0,3.0,High,New Property
House,3.25,G-13,4.4,4.0,4.0,2.0,1.0,High,Relatively New Property
House,7.5,National Police Foundation O-9,20.0,7.0,6.0,2.0,1.0,High,Relatively New Property
House,27.0,F-8,20.0,6.0,6.0,1.0,1.0,High,New Property
House,42.0,F-7,26.0,6.0,3.0,1.0,1.0,Low,Relatively New Property
Flat,4.1,F-11,12.2,2.0,3.0,1.0,1.0,Medium,New Property
Flat,0.88,E-11,2.6,1.0,1.0,1.0,1.0,Medium,Moderately old Property
Flat,1.3,E-11,9.8,3.0,3.0,1.0,3.0,High,Relatively New Property
Flat,1.1,GT Road,4.2,2.0,2.0,1.0,2.0,High,Relatively New Property
Flat,1.8,DHA Defence,8.7,3.0,3.0,1.0,2.0,High,Relatively New Property
House,2.85,Bahria Town,8.0,5.0,6.0,2.0,2.0,Medium,Relatively New Property
Flat,0.45,B-17,2.0,3.0,1.0,1.0,2.0,Low,Moderately old Property
Flat,6.65,F-10,9.3,3.0,3.0,1.0,3.0,High,Moderately old Property
House,1.5,DHA Defence,8.0,3.0,3.0,1.0,2.0,Medium,New Property
Flat,20.0,F-8,13.7,2.0,4.0,1.0,1.0,High,New Property
House,8.6,D-12,8.0,5.0,6.0,2.0,1.0,Low,New Property
Flat,1.02,G-15,2.8,1.0,1.0,1.0,2.0,Medium,New Property
Flat,0.56,B-17,3.5,2.0,2.0,1.0,1.0,High,Relatively New Property
Flat,1.45,E-11,3.6,2.0,2.0,1.0,3.0,High,New Property
House,5.25,Bahria Town,10.0,5.0,5.0,2.0,2.0,Medium,New Property
Flat,1.15,G-9,1.7,2.0,1.0,1.0,2.0,Low,Relatively New Property
Flat,0.55,Bahria Town,2.0,1.0,1.0,1.0,1.0,Low,New Property
House,5.25,G-11,8.0,6.0,6.0,3.0,2.0,Medium,Relatively New Property
Flat,1.25,E-11,7.6,3.0,3.0,1.0,1.0,High,Old Property
Flat,5.7,F-8,5.1,1.0,1.0,1.0,1.0,High,New Property
House,1.45,DHA Defence,8.0,3.0,4.0,1.0,1.0,High,Relatively New Property
House,5.5,Top City 1,10.0,6.0,6.0,3.0,2.0,Low,New Property
House,2.95,CBR Town,7.0,5.0,6.0,2.0,2.0,Medium,Relatively New Property
Flat,0.55,Bahria Town,2.4,1.0,1.0,1.0,4.0,High,New Property
Flat,2.85,E-11,7.8,3.0,3.0,1.0,1.0,Medium,Moderately old Property
House,4.7,G-14,5.0,5.0,6.0,2.0,1.0,Medium,New Property
House,14.5,D-12,10.0,6.0,6.0,2.0,2.0,High,New Property
Flat,5.3,F-10,3.8,1.0,1.0,1.0,1.0,High,New Property
House,3.28,G-13,4.0,6.0,3.0,3.0,2.0,Low,New Property
House,3.9,F-17,24.0,5.0,6.0,3.0,1.0,Low,New Property
House,30.0,F-7,20.0,8.0,6.0,1.0,1.0,Medium,New Property
House,2.85,FECHS,8.0,4.0,5.0,1.0,2.0,Medium,Relatively New Property
Flat,1.95,DHA Defence,8.7,3.0,3.0,2.0,1.0,Low,Relatively New Property
Flat,5.7,Diplomatic Enclave,6.9,2.0,2.0,1.0,1.0,High,Moderately old Property
House,3.05,F-17,11.0,5.0,6.0,2.0,2.0,Medium,New Property
Flat,1.25,Faisal Town - F-18,4.9,3.0,3.0,1.0,1.0,High,Relatively New Property
Flat,1.05,Gulberg,3.2,1.0,1.0,1.0,2.0,Low,Relatively New Property
House,20.0,F-11,26.0,5.0,6.0,2.0,6.0,High,Relatively New Property
House,47.5,F-7,26.0,7.0,3.0,2.0,6.0,High,New Property
Flat,0.45,DHA Defence,2.8,1.0,1.0,1.0,1.0,High,New Property
Flat,3.0,F-11,8.9,2.0,2.0,1.0,1.0,Low,Relatively New Property
House,12.0,DHA Defence,20.0,6.0,3.0,2.0,2.0,High,Relatively New Property
House,12.5,DHA Defence,20.0,5.0,6.0,2.0,3.0,High,New Property
Flat,0.67,I-12,3.9,2.0,2.0,1.0,2.0,Low,Relatively New Property
House,1.35,Bani Gala,6.0,2.0,3.0,1.0,1.0,High,New Property
House,1.85,Bani Gala,6.0,4.0,4.0,1.0,1.0,High,New Property
Flat,0.45,Bahria Town,2.0,1.0,1.0,1.0,2.0,Medium,Relatively New Property
House,16.0,D-12,14.2,9.0,6.0,3.0,3.0,Low,Relatively New Property
House,3.7,I-14,7.0,5.0,5.0,3.0,2.0,Low,Relatively New Property
Flat,0.6,I-12,3.9,2.0,2.0,1.0,2.0,Low,Relatively New Property
House,3.9,F-17,10.0,5.0,6.0,2.0,3.0,High,Relatively New Property
House,9.5,DHA Defence,20.0,6.0,6.0,2.0,2.0,Low,Relatively New Property
House,3.15,G-15,8.0,5.0,5.0,2.0,2.0,Medium,Relatively New Property
House,3.5,FECHS,7.0,4.0,6.0,2.0,4.0,High,Relatively New Property
Flat,26.0,Constitution Avenue,22.0,4.0,4.0,1.0,1.0,Medium,Relatively New Property
House,20.0,F-11,24.0,7.0,3.0,3.0,6.0,High,Relatively New Property
Flat,1.95,Bahria Town,10.9,3.0,3.0,1.0,1.0,Medium,New Property
Flat,1.6,Bahria Town,6.4,2.0,3.0,1.0,2.0,High,New Property
Flat,3.65,DHA Defence,11.6,3.0,4.0,1.0,2.0,High,Relatively New Property
Flat,0.92,Islamabad Expressway,2.7,1.0,1.0,2.0,6.0,High,Relatively New Property
Flat,2.75,DHA Defence,14.2,4.0,4.0,3.0,1.0,Medium,Moderately old Property
Flat,1.55,F-11,4.4,1.0,1.0,1.0,1.0,High,Old Property
House,6.5,Bahria Town,10.0,5.0,5.0,2.0,2.0,High,New Property
Flat,1.0,River Garden,3.8,2.0,2.0,1.0,1.0,Low,Relatively New Property
Flat,1.65,E-11,5.3,2.0,2.0,1.0,1.0,Low,New Property
House,5.1,DHA Defence,10.0,4.0,5.0,3.0,2.0,Low,Relatively New Property
House,15.75,DHA Defence,20.0,5.0,6.0,1.0,3.0,Medium,New Property
House,11.9,DHA Defence,20.0,6.0,6.0,2.0,2.0,Low,New Property
Flat,2.43,G-11,4.0,2.0,2.0,1.0,2.0,Low,Old Property
Flat,0.21,Pakistan Town,1.0,1.0,1.0,1.0,2.0,Medium,Relatively New Property
House,7.5,DHA Defence,20.0,6.0,6.0,2.0,4.0,High,New Property
Flat,0.98,H-13,4.6,2.0,2.0,1.0,1.0,Low,New Property
Flat,3.71,G-11,7.2,2.0,2.0,1.0,2.0,Medium,Relatively New Property
Flat,5.65,Diplomatic Enclave,7.6,2.0,2.0,1.0,1.0,High,New Property
House,1.7,Bani Gala,7.0,3.0,4.0,1.0,1.0,High,New Property
Flat,0.55,Bahria Town,2.4,1.0,1.0,1.0,2.0,Low,Relatively New Property
Flat,1.05,DHA Defence,2.8,3.0,2.0,3.0,3.0,High,Relatively New Property
Flat,0.87,Gulberg,2.3,1.0,1.0,1.0,1.0,Low,Relatively New Property
House,3.6,Bani Gala,12.0,5.0,6.0,1.0,2.0,High,New Property
House,81.0,F-8,72.0,6.0,3.0,2.0,12.0,High,Old Property
House,20.0,DHA Defence,20.0,5.0,6.0,2.0,3.0,High,New Property
Flat,1.6,G-11,3.1,2.0,2.0,1.0,2.0,High,Relatively New Property
Flat,3.6,F-8,3.0,2.0,1.0,1.0,2.0,Low,Relatively New Property
House,3.9,Gulberg,7.0,5.0,5.0,2.0,2.0,Medium,New Property
House,4.6,Bahria Town,9.0,5.0,5.0,2.0,2.0,High,New Property
House,16.5,Bahria Town,40.0,5.0,6.0,3.0,2.0,Low,Relatively New Property
House,13.95,DHA Defence,20.0,5.0,6.0,2.0,2.0,High,Old Property
Flat,1.45,G-11,3.1,2.0,1.0,1.0,2.0,High,Moderately old Property
Flat,1.36,E-11,3.1,1.0,1.0,1.0,1.0,Medium,New Property
Flat,4.0,DHA Defence,14.4,4.0,5.0,1.0,1.0,Low,New Property
House,7.6,DHA Defence,20.0,6.0,6.0,2.0,2.0,High,Relatively New Property
House,9.5,DHA Defence,20.0,6.0,6.0,2.0,3.0,Low,New Property
Flat,1.35,E-11,3.8,1.0,1.0,1.0,1.0,Low,Moderately old Property
Flat,5.14,G-11,9.7,3.0,3.0,1.0,2.0,Medium,Relatively New Property
House,22.0,DHA Defence,34.0,6.0,6.0,2.0,3.0,High,New Property
House,5.4,Bahria Town,10.0,5.0,6.0,1.0,1.0,Medium,New Property
House,40.0,G-6,48.0,5.0,6.0,1.0,1.0,High,Relatively New Property
House,5.5,Kashmir Highway,10.0,4.0,5.0,1.0,4.0,High,New Property
House,35.0,F-7,26.0,8.0,3.0,2.0,3.0,High,Old Property
Flat,1.89,Bahria Town,6.4,3.0,2.0,1.0,2.0,Medium,Relatively New Property
House,2.4,Bani Gala,10.0,4.0,6.0,2.0,2.0,High,Relatively New Property
Flat,1.5,G-15,5.5,2.0,2.0,1.0,1.0,Medium,Relatively New Property
Flat,3.25,G-11,7.1,2.0,2.0,1.0,1.0,Low,Relatively New Property
House,1.3,Ghauri Town,6.0,2.0,3.0,2.0,4.0,Medium,New Property
Flat,7.25,Karakoram Diplomatic Enclave,8.9,2.0,3.0,1.0,1.0,High,Moderately old Property
House,75.0,F-6,60.0,5.0,6.0,3.0,1.0,Medium,Relatively New Property
House,2.65,Bahria Town,6.0,3.0,4.0,1.0,1.0,Medium,New Property
House,4.65,G-8,6.0,4.0,3.0,2.0,2.0,Low,Relatively New Property
Flat,1.5,DHA Defence,7.3,3.0,3.0,1.0,2.0,Low,Relatively New Property
Flat,1.42,DHA Defence,7.3,3.0,3.0,1.0,1.0,High,New Property
House,21.0,F-11,20.0,5.0,6.0,2.0,4.0,High,Moderately old Property
Flat,3.25,DHA Defence,12.0,3.0,4.0,1.0,1.0,High,New Property
House,37.0,F-6,19.5,5.0,6.0,2.0,5.0,Medium,New Property
House,19.0,Kashmir Highway,40.0,6.0,5.0,3.0,2.0,High,Relatively New Property
House,37.0,F-7,26.0,6.0,6.0,1.0,6.0,Medium,Old Property
House,10.5,DHA Defence,20.0,6.0,6.0,2.0,3.0,High,New Property
House,11.0,Kashmir Highway,26.0,5.0,6.0,1.0,2.0,Low,New Property
House,11.9,DHA Defence,20.0,5.0,6.0,2.0,3.0,High,New Property
House,4.0,DHA Defence,12.0,3.0,4.0,2.0,1.0,High,New Property
House,7.5,Soan Garden,20.0,8.0,6.0,2.0,1.0,High,New Property
House,50.0,F-7,26.0,6.0,6.0,2.0,5.0,Medium,New Property
Flat,1.1,E-11,3.6,1.0,1.0,1.0,1.0,Low,Relatively New Property
Flat,0.98,D-17,4.2,2.0,2.0,1.0,1.0,Low,Moderately old Property
House,10.8,DHA Defence,20.0,6.0,6.0,3.0,2.0,High,Relatively New Property
Flat,2.15,DHA Defence,9.1,3.0,3.0,1.0,1.0,Low,Relatively New Property
House,15.5,F-10,20.0,7.0,3.0,2.0,5.0,Medium,Old Property
House,15.0,G-9,14.2,9.0,3.0,1.0,1.0,High,Relatively New Property
Flat,0.33,Multi Residencia & Orchards,1.5,2.0,2.0,1.0,2.0,Low,Relatively New Property
Flat,2.3,Kashmir Highway,4.3,1.0,1.0,1.0,2.0,Low,New Property
House,1.8,Bani Gala,5.0,5.0,6.0,3.0,2.0,Medium,Relatively New Property
House,10.0,D-12,8.0,4.0,6.0,3.0,6.0,Medium,New Property
House,15.0,F-6,9.3,5.0,5.0,1.0,1.0,High,Relatively New Property
House,4.25,PWD Housing Scheme,9.3,5.0,6.0,2.0,2.0,High,New Property
House,7.9,DHA Defence,20.0,5.0,6.0,2.0,3.0,High,New Property
House,1.1,Bani Gala,4.0,3.0,3.0,1.0,1.0,Medium,New Property
House,12.0,I-8,14.0,6.0,6.0,1.0,1.0,High,Relatively New Property
Flat,1.45,DHA Defence,5.8,2.0,2.0,1.0,1.0,High,Relatively New Property
Flat,0.6,Gulberg,1.6,1.0,1.0,1.0,2.0,Low,Moderately old Property
House,7.25,G-11,8.0,4.0,4.0,1.0,2.0,High,New Property
House,5.6,I-11,8.0,6.0,6.0,2.0,3.0,High,New Property
House,26.0,DHA Defence,30.0,6.0,6.0,2.0,4.0,High,New Property
Flat,2.3,F-11,7.8,2.0,2.0,1.0,2.0,Low,Relatively New Property
House,2.8,F-17,8.0,6.0,3.0,3.0,2.0,Low,New Property
House,12.9,DHA Defence,20.0,6.0,3.0,2.0,1.0,High,Relatively New Property
House,2.75,Pakistan Town,5.0,4.0,5.0,2.0,2.0,High,New Property
Flat,1.15,Zaraj Housing Scheme,3.2,2.0,2.0,1.0,1.0,Medium,Moderately old Property
House,3.0,I-14,6.0,5.0,5.0,2.0,1.0,High,New Property
House,12.95,DHA Defence,20.0,6.0,6.0,2.0,4.0,High,New Property
Flat,0.98,Faisal Town - F-18,3.8,2.0,2.0,1.0,1.0,High,Relatively New Property
House,2.95,F-17,8.0,4.0,6.0,2.0,1.0,Medium,New Property
House,2.4,Bani Gala,7.6,5.0,5.0,2.0,2.0,High,New Property
Flat,3.3,G-11,7.3,2.0,2.0,1.0,2.0,Medium,Relatively New Property
Flat,1.65,B-17,7.6,3.0,3.0,1.0,1.0,High,New Property
Flat,0.48,E-11,2.9,1.0,1.0,1.0,1.0,Medium,Moderately old Property
House,6.5,DHA Defence,15.0,5.0,6.0,2.0,2.0,Medium,New Property
Flat,1.45,DHA Defence,7.3,3.0,3.0,1.0,1.0,Medium,New Property
Flat,2.1,G-15,6.9,3.0,3.0,1.0,1.0,Medium,Old Property
Flat,2.2,E-11,7.1,3.0,3.0,1.0,1.0,Low,Moderately old Property
Flat,1.12,GT Road,4.2,2.0,2.0,1.0,1.0,Low,New Property
Flat,0.9,Faisal Town - F-18,3.8,2.0,2.0,1.0,1.0,High,Relatively New Property
Flat,2.8,G-15,16.9,4.0,5.0,1.0,1.0,High,Relatively New Property
Flat,1.5,E-11,5.2,2.0,2.0,1.0,2.0,Low,Relatively New Property
House,80.0,F-8,72.0,5.0,6.0,2.0,1.0,High,Moderately old Property
House,20.0,I-8,24.0,6.0,6.0,2.0,6.0,Medium,Relatively New Property
Flat,1.9,DHA Defence,5.6,2.0,2.0,1.0,1.0,High,Relatively New Property
Flat,14.68,F-8,10.0,2.0,3.0,1.0,1.0,High,New Property
House,13.95,D-12,10.0,6.0,6.0,1.0,3.0,Medium,Relatively New Property
Flat,1.2,DHA Defence,4.2,2.0,2.0,1.0,1.0,High,New Property
House,5.8,Bahria Town,10.0,7.0,3.0,3.0,3.0,High,New Property
House,2.7,Naval Anchorage,5.0,4.0,4.0,2.0,2.0,Medium,New Property
House,13.0,DHA Defence,20.0,5.0,6.0,3.0,3.0,High,New Property
House,5.45,Bahria Town,10.0,5.0,5.0,1.0,1.0,High,New Property
House,12.5,DHA Defence,20.0,6.0,6.0,3.0,2.0,High,Relatively New Property
House,28.0,F-11,26.0,8.0,3.0,1.0,1.0,High,Moderately old Property
House,20.0,F-7,20.0,5.0,6.0,1.0,1.0,Medium,Relatively New Property
House,14.5,DHA Defence,20.0,5.0,5.0,2.0,2.0,High,New Property
House,1.8,B-17,5.0,7.0,5.0,2.0,1.0,High,Relatively New Property
House,10.9,DHA Defence,20.0,5.0,6.0,3.0,2.0,Medium,Relatively New Property
Flat,1.8,Gulberg,4.9,3.0,2.0,1.0,1.0,Low,Relatively New Property
House,22.0,Bani Gala,48.0,6.0,6.0,3.0,10.0,High,Relatively New Property
Flat,8.5,Karakoram Diplomatic Enclave,8.9,2.0,3.0,1.0,1.0,Medium,Relatively New Property
House,2.6,Pakistan Town,5.0,4.0,4.0,2.0,1.0,Medium,New Property
Flat,1.9,G-11,4.0,2.0,2.0,1.0,2.0,Low,Relatively New Property
House,7.5,DHA Defence,20.0,6.0,6.0,2.0,3.0,High,New Property
Flat,2.35,E-11,8.4,3.0,3.0,1.0,1.0,High,Relatively New Property
Flat,3.25,F-8,4.0,2.0,2.0,1.0,2.0,Low,Relatively New Property
Flat,2.05,DHA Defence,9.1,3.0,3.0,1.0,1.0,High,New Property
Flat,3.67,Diplomatic Enclave,3.3,2.0,2.0,1.0,1.0,Medium,Relatively New Property
House,6.8,DHA Defence,15.0,5.0,6.0,2.0,3.0,High,New Property
House,16.5,G-13,20.0,7.0,6.0,2.0,3.0,High,New Property
Flat,2.15,Gulberg,6.9,3.0,3.0,1.0,2.0,Medium,Relatively New Property
Flat,2.0,Bahria Town,10.9,3.0,3.0,1.0,1.0,Medium,New Property
House,12.0,DHA Defence,20.0,5.0,6.0,2.0,2.0,Medium,New Property
Flat,6.5,Diplomatic Enclave,6.4,2.0,2.0,1.0,2.0,Low,Relatively New Property
House,10.75,DHA Defence,20.0,6.0,6.0,2.0,5.0,High,New Property
House,22.0,E-11,20.0,7.0,6.0,2.0,3.0,High,Relatively New Property
House,8.5,G-13,10.0,6.0,6.0,2.0,3.0,Medium,New Property
House,8.95,G-13,10.0,8.0,6.0,2.0,6.0,High,New Property
House,11.0,DHA Defence,20.0,5.0,5.0,2.0,3.0,High,New Property
House,6.5,E-11,10.0,7.0,6.0,2.0,2.0,High,New Property
House,9.5,F-11,9.3,4.0,4.0,2.0,2.0,Low,Old Property
House,2.6,Bhara kahu,10.0,7.0,6.0,3.0,2.0,Low,Relatively New Property
House,35.0,F-11,36.0,6.0,6.0,2.0,6.0,Low,Old Property
House,9.5,DHA Defence,20.0,5.0,6.0,2.0,3.0,High,New Property
House,13.5,G-9,14.2,7.0,6.0,1.0,1.0,High,Moderately old Property
Flat,1.15,F-17,4.2,2.0,2.0,1.0,1.0,High,New Property
Flat,1.23,H-13,4.2,2.0,2.0,1.0,1.0,High,Relatively New Property
House,3.4,D-17,10.0,5.0,6.0,2.0,2.0,Low,Relatively New Property
House,2.75,Korang Town,6.0,4.0,4.0,2.0,1.0,High,New Property
Flat,1.8,E-11,7.6,3.0,3.0,1.0,1.0,Low,New Property
House,4.4,G-8,6.7,5.0,3.0,3.0,1.0,Low,Relatively New Property
Flat,0.25,Pakistan Town,1.3,1.0,1.0,1.0,2.0,Medium,Relatively New Property
Flat,6.5,Blue Area,6.2,2.0,2.0,1.0,2.0,Medium,Relatively New Property
Flat,1.26,H-13,5.7,2.0,2.0,1.0,1.0,Low,Relatively New Property
House,22.5,F-10,24.0,6.0,6.0,3.0,6.0,Low,Relatively New Property
Flat,0.98,H-13,4.6,2.0,2.0,1.0,1.0,Medium,New Property
Flat,1.15,B-17,5.0,2.0,2.0,1.0,2.0,Medium,Relatively New Property
House,3.1,G-13,4.4,4.0,5.0,2.0,1.0,Medium,Moderately old Property
House,35.3,F-8,36.0,5.0,6.0,1.0,10.0,High,Old Property
Flat,1.5,Bahria Town,5.6,2.0,2.0,1.0,2.0,Low,Relatively New Property
Flat,0.8,Gulberg,2.4,1.0,1.0,1.0,2.0,Medium,Relatively New Property
House,1.4,Ghauri Town,5.0,3.0,4.0,1.0,1.0,Low,Moderately old Property
